0 0 0.010609517853500746
0 1 0.0070836699430409465
1 0 0.0070836699430409465
0 2 0.007709569005492373
2 0 0.007709569005492373
0 3 0.004470777889690478
3 0 0.004470777889690478
0 4 0.004939571398717521
4 0 0.004939571398717521
0 5 0.005367646576315437
5 0 0.005367646576315437
1 1 0.010573045554262596
1 2 0.007544700469986439
2 1 0.007544700469986439
1 3 0.0046172903837797845
3 1 0.0046172903837797845
1 4 0.004827903239791891
4 1 0.004827903239791891
1 5 0.005510610701533283
5 1 0.005510610701533283
2 2 0.010783238502593401
2 3 0.004056295479064652
3 2 0.004056295479064652
2 4 0.004368581437522924
4 2 0.004368581437522924
2 5 0.005159234352371842
5 2 0.005159234352371842
3 3 0.01043096095656163
3 4 0.0061107521856094155
4 3 0.0061107521856094155
3 5 0.005831702868927326
5 3 0.005831702868927326
4 4 0.010575065522684356
4 5 0.005944652666225801
5 4 0.005944652666225801
5 5 0.010609344931428876
